query	target	evalue	prob	TP/FP(SF)
d1n2sa_/c.2.1	d2d1ya1/c.2.1	0.00138	0.999	TP
d1n2sa_/c.2.1	d3vc7a_/c.2.1	0.00045	0.999	TP
d1n2sa_/c.2.1	d1vl8a_/c.2.1	0.000968	0.999	TP
d1n2sa_/c.2.1	d1vm6a3/c.2.1	0.00197	0.999	TP
d1n2sa_/c.2.1	d1sbya_/c.2.1	0.00068	0.999	TP
d1n2sa_/c.2.1	d2rhca_/c.2.1	0.00155	0.999	TP
d1n2sa_/c.2.1	d1snya_/c.2.1	0.00116	0.999	TP
d1n2sa_/c.2.1	d1wl8a1/c.23.16	0.0279	0.949	FP
d1n2sa_/c.2.1	d3t6ka_/c.23.1	0.0146	0.900	FP
d1n2sa_/c.2.1	d1oaaa_/c.2.1	0.00315	0.900	TP
d1ne2a_/c.66.1	d1vbfa_/c.66.1	0.000183	0.999	TP
d1ne2a_/c.66.1	d1u2za_/c.66.1	0.00101	0.999	TP
d1ne2a_/c.66.1	d2dm6a2/c.2.1	0.0013	0.999	FP
d1ne2a_/c.66.1	d2pbfa_/c.66.1	1.46e-05	0.999	TP
d1ne2a_/c.66.1	d1fp1d2/c.66.1	0.000161	0.999	TP
d1ne2a_/c.66.1	d1fp2a2/c.66.1	0.000304	0.999	TP
d1ne2a_/c.66.1	d1jqea_/c.66.1	0.00115	0.999	TP
d1ne2a_/c.66.1	d2blla1/c.2.1	0.00987	0.949	FP
d1ne2a_/c.66.1	d2py6a1/c.66.1	0.0023	0.949	TP
d1ne2a_/c.66.1	d1luaa1/c.2.1	0.0112	0.900	FP
d1ntya2/b.55.1	d1j0wa_/b.55.1	0.00299	0.999	TP
d1ntya2/b.55.1	d1ntva_/b.55.1	0.0065	0.999	TP
d1ntya2/b.55.1	d1ddwa_/b.55.1	0.00493	0.999	TP
d1ntya2/b.55.1	d1xr0b_/b.55.1	0.00299	0.999	TP
d1ntya2/b.55.1	d2zkmx3/b.55.1	0.00687	0.999	TP
d1ntya2/b.55.1	d2al6a2/b.55.1	0.0597	0.949	TP
d1lo7a_/d.38.1	d1c8ua1/d.38.1	0.00465	0.999	TP
d1lt7a_/c.1.26	d3qz6a_/c.1.12	0.000263	0.999	FP
d1lt7a_/c.1.26	d3m5va_/c.1.10	0.000724	0.999	FP
d1lt7a_/c.1.26	d2y88a_/c.1.2	0.000376	0.999	FP
d1lt7a_/c.1.26	d1rvka1/c.1.11	0.0011	0.999	FP
d1lt7a_/c.1.26	d1wbha1/c.1.10	0.000538	0.999	FP
d1lt7a_/c.1.26	d1tx2a_/c.1.21	0.000606	0.999	FP
d1lt7a_/c.1.26	d1uasa2/c.1.8	0.000184	0.999	FP
d1lt7a_/c.1.26	d2v3ga_/c.1.8	0.000263	0.999	FP
d1lt7a_/c.1.26	d1piia1/c.1.2	0.00738	0.949	FP
d1lt7a_/c.1.26	d1nfga2/c.1.9	0.00177	0.949	FP
d1lt7a_/c.1.26	d3blda_/c.1.20	0.00486	0.949	FP
d1lt7a_/c.1.26	d1vyra_/c.1.4	0.00882	0.949	FP
d1lt7a_/c.1.26	d1vcfa1/c.1.4	0.00831	0.900	FP
d1lt7a_/c.1.26	d1bqca_/c.1.8	0.00936	0.900	FP
d1lt7a_/c.1.26	d2cksa_/c.1.8	0.00432	0.900	FP
d1lt7a_/c.1.26	d2ejaa_/c.1.22	0.0034	0.900	FP
d1lt7a_/c.1.26	d2guya2/c.1.8	0.00783	0.900	FP
d1lt7a_/c.1.26	d3n9ka_/c.1.8	0.00783	0.900	FP
d1mo9a2/c.3.1	d1gtea4/c.4.1	0.0548	0.949	FP
d1mo9a2/c.3.1	d2gf3a1/c.3.1	0.0308	0.949	TP
d1mo9a2/c.3.1	d1kf6a2/c.3.1	0.0514	0.900	TP
d1n2za_/c.92.2	d1toaa_/c.92.2	0.000192	0.999	TP
d2o23a_/c.2.1	d1lssa_/c.2.1	0.0417	0.949	TP
d2o23a_/c.2.1	d1vi2a1/c.2.1	0.00542	0.900	TP
d2oiea1/a.204.1	d2gtaa1/a.204.1	0.0316	0.999	TP
d2oq0a1/b.40.16	d1wjja_/b.40.4	0.0166	0.999	FP
d2oyra1/c.66.1	d3u81a_/c.66.1	9.49e-05	0.999	TP
d2oyra1/c.66.1	d1o54a_/c.66.1	0.000715	0.999	TP
d2oyra1/c.66.1	d1ixka_/c.66.1	0.00119	0.999	TP
d2oyra1/c.66.1	d2igta1/c.66.1	0.00049	0.999	TP
d2oyra1/c.66.1	d1xxla_/c.66.1	0.0158	0.900	TP
d2oyra1/c.66.1	d1nkva_/c.66.1	0.0261	0.900	TP
d2p74a_/e.3.1	d2hdsa_/e.3.1	0.000129	0.999	TP
d2pnra2/d.122.1	d1id0a_/d.122.1	0.0123	0.999	TP
d1z7ma1/d.104.1	d1g5ha2/d.104.1	0.00123	0.999	TP
d1zo0a1/d.108.1	d1y9ka1/d.108.1	0.0357	0.949	TP
d1zrna_/c.108.1	d2fpra1/c.108.1	0.00573	0.999	TP
d1zrna_/c.108.1	d1vjra_/c.108.1	0.00128	0.949	TP
d1zrna_/c.108.1	d2i7da_/c.108.1	0.00961	0.900	TP
d1zrna_/c.108.1	d1zjja_/c.108.1	0.00341	0.900	TP
d2ahra2/c.2.1	d1nvmb1/c.2.1	0.0306	0.949	TP
d2ahra2/c.2.1	d1npya1/c.2.1	0.0193	0.949	TP
d2ahra2/c.2.1	d1nvta1/c.2.1	0.0115	0.949	TP
d2ahra2/c.2.1	d1f06a1/c.2.1	0.0364	0.900	TP
d2ahra2/c.2.1	d1e5qa1/c.2.1	0.0516	0.900	TP
d2ahra2/c.2.1	d1gdha1/c.2.1	0.0546	0.900	TP
d1yq2a1/b.1.4	d2vzsa1/b.1.4	0.00383	0.949	TP
d1yq2a1/b.1.4	d1l9na3/b.1.5	0.0171	0.900	FP
d1yq2a1/b.1.4	d2gysa2/b.1.2	0.0363	0.900	FP
d1yq2a1/b.1.4	d2axoa1/c.47.1	0.0474	0.900	FP
d1yt8a3/c.46.1	d1uara2/c.46.1	0.00752	0.999	TP
d1yt8a3/c.46.1	d1tq1a_/c.46.1	0.0102	0.949	TP
d1z01a1/b.33.1	d1jm1a_/b.33.1	0.00224	0.999	TP
d1z3eb1/a.60.3	d1y88a1/a.60.4	0.0368	0.949	FP
d1z5za1/c.37.1	d2eyqa5/c.37.1	0.00413	0.999	TP
d1z5za1/c.37.1	d1yksa2/c.37.1	0.0249	0.949	TP
d1z5za1/c.37.1	d1veca_/c.37.1	0.0183	0.900	TP
d1gtea4/c.4.1	d1m6ia2/c.3.1	0.00126	0.999	FP
d1gtea4/c.4.1	d1ryia1/c.3.1	0.0092	0.949	FP
d1gtea4/c.4.1	d1w4xa1/c.3.1	0.00712	0.949	FP
d1gtea4/c.4.1	d2bi7a1/c.4.1	0.004	0.949	TP
d1gtea4/c.4.1	d1b5qa1/c.3.1	0.0403	0.900	FP
d1gtea4/c.4.1	d1yovb_/c.111.1	0.0092	0.900	FP
d1gyva_/b.1.10	d2g30a1/b.1.10	0.00483	0.999	TP
d1gyva_/b.1.10	d2qtva2/b.2.8	0.013	0.949	FP
d1h30a2/b.29.1	d2zhna_/b.29.1	0.000256	0.999	TP
d1h30a2/b.29.1	d3ap9a_/b.29.1	0.000284	0.999	TP
d1h30a2/b.29.1	d1uypa1/b.29.1	0.0232	0.900	TP
d1h67a_/a.40.1	d1rt8a_/a.40.1	0.0579	0.999	TP
d1h97a_/a.1.1	d2xkia_/a.1.1	0.0539	0.999	TP
d1h97a_/a.1.1	d1tu9a_/a.1.1	0.0596	0.999	TP
d1ca1a2/b.12.1	d3bnea2/b.12.1	0.0204	0.949	TP
d1cf7a_/a.4.5	d3k69a_/a.4.5	0.121	0.900	TP
d1cs6a1/b.1.1	d1vcaa2/b.1.1	0.00626	0.999	TP
d1cs6a1/b.1.1	d3rnqa_/b.1.1	0.00864	0.999	TP
d1cs6a1/b.1.1	d1ccza1/b.1.1	0.00735	0.999	TP
d1cs6a1/b.1.1	d1wwca_/b.1.1	0.00912	0.999	TP
d1cs6a1/b.1.1	d1neua_/b.1.1	0.00202	0.999	TP
d1cs6a1/b.1.1	d1iama2/b.1.1	0.0267	0.949	TP
d1cs6a1/b.1.1	d1f6fb1/b.1.2	0.051	0.900	FP
d1cs6a1/b.1.1	d1hkfa_/b.1.1	0.0599	0.900	TP
d1p1xa_/c.1.10	d1x7fa2/c.1.8	0.000432	0.999	FP
d1p1xa_/c.1.10	d1i4na_/c.1.2	0.000432	0.999	FP
d1p1xa_/c.1.10	d3o6ca_/c.1.24	0.000308	0.999	FP
d1p1xa_/c.1.10	d1p4ca_/c.1.4	0.000642	0.999	FP
d1p1xa_/c.1.10	d2fiqa1/c.1.10	0.000345	0.999	TP
d1p1xa_/c.1.10	d1yxya1/c.1.2	0.000512	0.999	FP
d1p1xa_/c.1.10	d2d69a1/c.1.14	0.000432	0.999	FP
d1p1xa_/c.1.10	d1izca_/c.1.12	0.000542	0.999	FP
d1p1xa_/c.1.10	d1muca1/c.1.11	0.00141	0.999	FP
d1p1xa_/c.1.10	d1bqca_/c.1.8	0.000679	0.999	FP
d1p1xa_/c.1.10	d3krua_/c.1.4	0.0015	0.999	FP
d1p1xa_/c.1.10	d2qs8a2/c.1.9	0.000196	0.999	FP
d1p1xa_/c.1.10	d3n6qa_/c.1.7	0.0015	0.999	FP
d1p1xa_/c.1.10	d1piia1/c.1.2	0.00489	0.949	FP
d1p1xa_/c.1.10	d1tqja_/c.1.2	0.0143	0.949	FP
d1p1xa_/c.1.10	d1qopa_/c.1.2	0.00768	0.949	FP
d1p1xa_/c.1.10	d2aama1/c.1.8	0.00579	0.949	FP
d1p1xa_/c.1.10	d2cksa_/c.1.8	0.0091	0.949	FP
d1p1xa_/c.1.10	d1rhca_/c.1.16	0.016	0.949	FP
d1p1xa_/c.1.10	d2fvka2/c.1.9	0.00613	0.949	FP
d1p1xa_/c.1.10	d2gdqa1/c.1.11	0.0494	0.900	FP
d1p1xa_/c.1.10	d1cnva_/c.1.8	0.0108	0.900	FP
d1p1xa_/c.1.10	d1goia2/c.1.8	0.0224	0.900	FP
d1p1xa_/c.1.10	d2qeea_/c.1.9	0.0114	0.900	FP
d1piwa2/c.2.1	d1gdha1/c.2.1	0.000835	0.999	TP
d1piwa2/c.2.1	d1f0ya2/c.2.1	0.00113	0.999	TP
d1piwa2/c.2.1	d1t2da1/c.2.1	0.00174	0.949	TP
d1piwa2/c.2.1	d3nuga_/c.2.1	0.0397	0.949	TP
d1piwa2/c.2.1	d3lada2/c.3.1	0.0422	0.900	FP
d1piwa2/c.2.1	d2ae2a_/c.2.1	0.019	0.900	TP
d1piwa2/c.2.1	d1uwka_/e.51.1	0.0243	0.900	FP
d1ps9a1/c.1.4	d3ovpa_/c.1.2	0.000486	0.999	FP
d1ps9a1/c.1.4	d1f74a_/c.1.10	0.000132	0.999	FP
d1ps9a1/c.1.4	d3n9ra_/c.1.10	5.52e-05	0.999	FP
d1ps9a1/c.1.4	d2oxna_/c.1.8	4.88e-05	0.999	FP
d1ps9a1/c.1.4	d2yr1a_/c.1.10	0.000109	0.999	FP
d1ps9a1/c.1.4	d2wkja_/c.1.10	0.000124	0.999	FP
d1ps9a1/c.1.4	d2c0ha1/c.1.8	0.00014	0.999	FP
d1ps9a1/c.1.4	d1vhca_/c.1.10	0.00704	0.949	FP
d1ps9a1/c.1.4	d1ta3a_/c.1.8	0.00179	0.949	FP
d1ps9a1/c.1.4	d1d8wa_/c.1.15	0.00179	0.949	FP
d1ps9a1/c.1.4	d1uasa2/c.1.8	0.00203	0.900	FP
d1ps9a1/c.1.4	d1p1ma2/c.1.9	0.000551	0.900	FP
d1ps9a1/c.1.4	d3s5oa_/c.1.10	0.0102	0.900	FP
d1ps9a1/c.1.4	d1ec7a1/c.1.11	0.0377	0.900	FP
d1ps9a1/c.1.4	d1g5aa2/c.1.8	0.00169	0.900	FP
d2aala1/d.80.1	d2x4ka_/d.80.1	0.00672	0.999	TP
d2avda1/c.66.1	d1fp2a2/c.66.1	0.000328	0.999	TP
d2avda1/c.66.1	d1yb2a1/c.66.1	0.00244	0.999	TP
d2avda1/c.66.1	d3d2la_/c.66.1	0.00075	0.999	TP
d2avda1/c.66.1	d3doua_/c.66.1	0.000309	0.999	TP
d2avda1/c.66.1	d1jvba2/c.2.1	0.0135	0.900	FP
d2avda1/c.66.1	d1pqwa_/c.2.1	0.00844	0.900	FP
d2avda1/c.66.1	d2oo3a1/c.66.1	0.00526	0.900	TP
d2b5ea4/c.47.1	d2b5ea3/c.47.1	0.000934	0.999	TP
d2b5ea4/c.47.1	d2dlxa1/c.47.1	0.00263	0.999	TP
d2b5ea4/c.47.1	d1lu4a_/c.47.1	0.00217	0.999	TP
d2b5ea4/c.47.1	d1jfua_/c.47.1	0.0152	0.949	TP
d1weva_/g.50.1	d3kqia_/g.50.1	0.0869	0.900	TP
d1wgoa_/b.1.3	d2nxyb2/b.1.1	0.00541	0.999	FP
d1wgoa_/b.1.3	d1qg3a2/b.1.2	0.00284	0.999	FP
d1wgoa_/b.1.3	d1x5ga1/b.1.2	0.0219	0.949	FP
d1wgoa_/b.1.3	d1uema_/b.1.2	0.003	0.949	FP
d1wgoa_/b.1.3	d1fnfa2/b.1.2	0.0606	0.900	FP
d1wgoa_/b.1.3	d1x4xa1/b.1.2	0.0516	0.900	FP
d1wgoa_/b.1.3	d1w8oa1/b.1.18	0.0257	0.900	FP
d1wgoa_/b.1.3	d1kmta_/b.1.18	0.0606	0.900	FP
d1woqa1/c.55.1	d1sz2a1/c.55.1	0.00228	0.999	TP
d1woqa1/c.55.1	d2d0oa2/c.55.1	0.00592	0.949	TP
d1woqa1/c.55.1	d1iv0a_/c.55.3	0.0119	0.900	FP
d1wv3a1/b.26.1	d1g6ga_/b.26.1	0.0848	0.900	TP
d1hv8a1/c.37.1	d1hv8a2/c.37.1	0.0006	0.999	TP
d1iq6a_/d.38.1	d2gvha1/d.38.1	0.000978	0.999	TP
d1iq6a_/d.38.1	d2nuja1/d.38.1	0.00073	0.999	TP
d2wyqa_/d.15.1	d3ge3c_/d.15.12	0.01	0.999	FP
d2wyqa_/d.15.1	d2al6a3/d.15.1	0.0368	0.949	TP
d2x55a_/f.4.4	d1by5a_/f.4.3	0.00065	0.900	FP
d2z3va_/c.26.2	d1q74a_/c.134.1	0.0145	0.900	FP
d3aala_/c.1.15	d7a3ha_/c.1.8	0.000161	0.999	FP
d3aala_/c.1.15	d1vffa1/c.1.8	7.49e-05	0.999	FP
d3aala_/c.1.15	d2gl5a1/c.1.11	0.00134	0.949	FP
d3aala_/c.1.15	d1vlia2/c.1.10	0.00409	0.949	FP
d3aala_/c.1.15	d1ra0a2/c.1.9	0.00271	0.949	FP
d3aala_/c.1.15	d1ps9a1/c.1.4	0.00169	0.949	FP
d3aala_/c.1.15	d1dosa_/c.1.10	0.00112	0.949	FP
d3aala_/c.1.15	d1geqa_/c.1.2	0.00617	0.900	FP
d3aala_/c.1.15	d1tx2a_/c.1.21	0.00179	0.900	FP
d3aala_/c.1.15	d2wzma_/c.1.7	0.00343	0.900	FP
d3aala_/c.1.15	d1b5ta_/c.1.23	0.00343	0.900	FP
d3aala_/c.1.15	d3emca_/c.1.8	0.00255	0.900	FP
d3aala_/c.1.15	d1wcga1/c.1.8	0.00271	0.900	FP
d3blxa_/c.77.1	d2hi1a_/c.77.1	0.000109	0.999	TP
d1mlia_/d.58.4	d2cyya2/d.58.4	0.00367	0.999	TP
d1mlia_/d.58.4	d1loua_/d.58.14	0.0126	0.900	FP
d1n26a3/b.1.2	d1y6kr1/b.1.2	0.0189	0.999	TP
d1n26a3/b.1.2	d1n26a2/b.1.2	0.0245	0.949	TP
d1n26a3/b.1.2	d1olla1/b.1.1	0.0272	0.900	FP
d1n71a_/d.108.1	d1kzfa_/d.108.1	0.00012	0.999	TP
d1n71a_/d.108.1	d1lrza2/d.108.1	0.00772	0.900	TP
d1ncua_/b.1.1	d2p45b_/b.1.1	0.0019	0.999	TP
d1ncua_/b.1.1	d1k3ia1/b.1.18	0.00212	0.999	FP
d1ncua_/b.1.1	d1zoxa_/b.1.1	0.00673	0.999	TP
d1ncua_/b.1.1	d1ypzf1/b.1.1	0.00636	0.999	TP
d1ncua_/b.1.1	d1i1ra1/b.1.2	0.00838	0.949	FP
d1ncua_/b.1.1	d1cida1/b.1.1	0.0841	0.900	TP
d1ncua_/b.1.1	d1ncna_/b.1.1	0.0369	0.900	TP
d1nfga2/c.1.9	d1vc4a_/c.1.2	3.02e-05	0.999	FP
d1nfga2/c.1.9	d1x1ta_/c.2.1	0.000193	0.949	FP
d1nfga2/c.1.9	d2vxna_/c.1.1	0.00131	0.949	FP
d1nfga2/c.1.9	d1p1xa_/c.1.10	0.00332	0.949	FP
d1nfga2/c.1.9	d1j6oa_/c.1.9	0.000431	0.949	TP
d1nfga2/c.1.9	d2g50a2/c.1.12	0.000104	0.949	FP
d1n0wa_/c.37.1	d1xpua3/c.37.1	0.000403	0.999	TP
d1n0wa_/c.37.1	d2jdia3/c.37.1	0.000259	0.999	TP
d1npya1/c.2.1	d1vl6a1/c.2.1	0.00054	0.999	TP
d1npya1/c.2.1	d1yqga2/c.2.1	0.00326	0.999	TP
d1npya1/c.2.1	d2cvza2/c.2.1	0.0127	0.949	TP
d1npya1/c.2.1	d1vpda2/c.2.1	0.0251	0.949	TP
d1npya1/c.2.1	d1o98a1/c.105.1	0.0173	0.900	FP
d1npya1/c.2.1	d2v03a_/c.79.1	0.0209	0.900	FP
d1o4wa_/c.120.1	d1w8ia_/c.120.1	0.00485	0.949	TP
d1o80a_/d.9.1	d3gv3a_/d.9.1	0.00715	0.999	TP
d2xrwa_/d.144.1	d2pywa_/d.144.1	0.000524	0.900	TP
d2yr1a_/c.1.10	d2yyua_/c.1.2	0.00025	0.999	FP
d2yr1a_/c.1.10	d1znna1/c.1.2	3.34e-05	0.999	FP
d2yr1a_/c.1.10	d2a4aa1/c.1.10	0.000192	0.999	TP
d2yr1a_/c.1.10	d3eaua_/c.1.7	8.28e-05	0.999	FP
d2yr1a_/c.1.10	d1jr1a1/c.1.5	0.000169	0.999	FP
d2yr1a_/c.1.10	d1ps9a1/c.1.4	6.82e-05	0.999	FP
d2yr1a_/c.1.10	d2mnra1/c.1.11	0.000544	0.999	FP
d2yr1a_/c.1.10	d2gdqa1/c.1.11	0.00042	0.999	FP
d2yr1a_/c.1.10	d2rfga_/c.1.10	0.000303	0.999	TP
d2yr1a_/c.1.10	d1tb3a1/c.1.4	7.76e-05	0.999	FP
d2yr1a_/c.1.10	d2nlia_/c.1.4	0.000139	0.999	FP
d2yr1a_/c.1.10	d1w0ma_/c.1.1	0.000219	0.999	FP
d2yr1a_/c.1.10	d1ojxa_/c.1.10	0.00013	0.999	TP
d2yr1a_/c.1.10	d3o6ca_/c.1.24	0.000101	0.999	FP
d2yr1a_/c.1.10	d1d3ga_/c.1.4	0.000324	0.999	FP
d2yr1a_/c.1.10	d2p10a1/c.1.12	0.00276	0.949	FP
d2yr1a_/c.1.10	d1vd6a_/c.1.18	0.00314	0.949	FP
d2yr1a_/c.1.10	d1b5ta_/c.1.23	0.00187	0.949	FP
d2yr1a_/c.1.10	d1rhca_/c.1.16	0.00051	0.949	FP
d2yr1a_/c.1.10	d1kwga2/c.1.8	0.00213	0.949	FP
d2yr1a_/c.1.10	d3m5va_/c.1.10	0.00111	0.900	TP
d2yr1a_/c.1.10	d2bhua3/c.1.8	0.00494	0.900	FP
d3b4ua_/c.1.10	d1i4na_/c.1.2	0.000639	0.999	FP
d3b4ua_/c.1.10	d3qz6a_/c.1.12	0.00575	0.949	FP
d3b4ua_/c.1.10	d1k77a_/c.1.15	0.00383	0.949	FP
d3b4ua_/c.1.10	d1a0ca_/c.1.15	0.00342	0.949	FP
d3b4ua_/c.1.10	d1q6oa_/c.1.2	0.041	0.900	FP
d3b4ua_/c.1.10	d1qo2a_/c.1.2	0.0193	0.900	FP
d3b4ua_/c.1.10	d1tzza1/c.1.11	0.0488	0.900	FP
d3b4ua_/c.1.10	d1v93a_/c.1.23	0.0043	0.900	FP
d3b4ua_/c.1.10	d3n6qa_/c.1.7	0.00406	0.900	FP
d3bofa1/c.1.21	d1yx1a1/c.1.15	0.000472	0.999	FP
d3bofa1/c.1.21	d2gdqa1/c.1.11	0.000631	0.999	FP
d3bofa1/c.1.21	d1sr9a2/c.1.10	0.000296	0.999	FP
d3bofa1/c.1.21	d3sj3a_/c.1.2	0.000948	0.999	FP
d3bofa1/c.1.21	d3f4wa_/c.1.2	0.00134	0.999	FP
d3bofa1/c.1.21	d1vlia2/c.1.10	0.00053	0.999	FP
d3bofa1/c.1.21	d1p0ka_/c.1.4	0.0005	0.999	FP
d3bofa1/c.1.21	d1uasa2/c.1.8	0.00483	0.949	FP
d3bofa1/c.1.21	d1xg4a_/c.1.12	0.00406	0.949	FP
d3bofa1/c.1.21	d1djqa1/c.1.4	0.00214	0.949	FP
d3bofa1/c.1.21	d3lg3a_/c.1.12	0.00406	0.949	FP
d3bofa1/c.1.21	d3igxa_/c.1.10	0.00286	0.900	FP
d3bofa1/c.1.21	d1ps9a1/c.1.4	0.00483	0.900	FP
d3bofa1/c.1.21	d1pvna1/c.1.5	0.013	0.900	FP
d3bofa1/c.1.21	d1u1ja1/c.1.22	0.00383	0.900	FP
d3cdda1/b.106.1	d1k28d2/b.106.1	0.00018	0.999	TP
d3ct6a1/c.54.1	d1mgpa_/c.119.1	0.000826	0.999	FP
d2gena1/a.4.1	d2g3ba1/a.4.1	0.0303	0.999	TP
d2gena1/a.4.1	d2o7ta1/a.4.1	0.0471	0.999	TP
d2gffa_/d.58.4	d1tuwa_/d.58.4	0.00292	0.999	TP
d2gffa_/d.58.4	d2od6a1/d.58.4	0.00054	0.999	TP
d2gffa_/d.58.4	d2qalf1/d.58.14	0.0122	0.900	FP
d2gffa_/d.58.4	d1z2la2/d.58.19	0.0107	0.900	FP
d2h1va_/c.92.1	d1tjya_/c.93.1	0.00151	0.949	FP
d2hr2a1/a.118.8	d1fcha_/a.118.8	0.0824	0.999	TP
d2hxma_/c.18.1	d1oe4a_/c.18.1	0.000103	0.999	TP
d3mvua_/a.132.1	d1wzda_/a.132.1	0.0408	0.999	TP
d3ncla_/b.47.1	d1dy9.1/b.47.1	0.000236	0.999	TP
d3ouga_/b.52.2	d1wlfa2/b.52.2	0.00589	0.999	TP
d3ouga_/b.52.2	d2iv2x1/b.52.2	0.0273	0.900	TP
d3pl2a_/c.72.1	d1ua4a_/c.72.1	9.35e-05	0.999	TP
d3s1wa_/c.1.10	d2wkja_/c.1.10	0.00154	0.999	TP
d3s1wa_/c.1.10	d3bofa1/c.1.21	0.000581	0.999	FP
d3s1wa_/c.1.10	d2e6fa_/c.1.4	0.00107	0.999	FP
d3s1wa_/c.1.10	d2p10a1/c.1.12	0.0034	0.999	FP
d3s1wa_/c.1.10	d1ojxa_/c.1.10	0.000379	0.999	TP
d3s1wa_/c.1.10	d1qwga_/c.1.27	0.00101	0.999	FP
d3s1wa_/c.1.10	d3blda_/c.1.20	0.000379	0.999	FP
d3s1wa_/c.1.10	d1jpdx1/c.1.11	0.0187	0.949	FP
d3s1wa_/c.1.10	d1ccwb_/c.1.19	0.00799	0.949	FP
d3s1wa_/c.1.10	d2puza2/c.1.9	0.00626	0.900	FP
d1czan1/c.55.1	d2aa4a1/c.55.1	0.000468	0.999	TP
d1czan1/c.55.1	d1z6ra2/c.55.1	0.000301	0.999	TP
d1czan1/c.55.1	d1xc3a1/c.55.1	0.0062	0.949	TP
d1ddwa_/b.55.1	d1ntya2/b.55.1	0.00648	0.999	TP
d1ddwa_/b.55.1	d1dyna_/b.55.1	0.0783	0.900	TP
d1ddwa_/b.55.1	d1u5ea1/b.55.1	0.14	0.900	TP
d1dn0b2/b.1.1	d1epfa1/b.1.1	0.0102	0.999	TP
d1dn0b2/b.1.1	d1qz1a3/b.1.1	0.00278	0.999	TP
d1dn0b2/b.1.1	d1biha4/b.1.1	0.084	0.949	TP
d1dn0b2/b.1.1	d1he7a_/b.1.1	0.0185	0.949	TP
d1dn0b2/b.1.1	d1h3ga1/b.1.18	0.0489	0.900	FP
d2g3qa1/a.5.2	d1wj7a1/a.5.2	0.345	0.949	TP
d2g50a2/c.1.12	d1vhca_/c.1.10	0.000856	0.999	FP
d2g50a2/c.1.12	d1vd6a_/c.1.18	0.00199	0.999	FP
d2g50a2/c.1.12	d1vcva1/c.1.10	0.000809	0.999	FP
d2g50a2/c.1.12	d1tzza1/c.1.11	0.0025	0.999	FP
d2g50a2/c.1.12	d3rysa_/c.1.9	0.000683	0.999	FP
d2g50a2/c.1.12	d2q02a1/c.1.15	0.00046	0.999	FP
d2g50a2/c.1.12	d1ezwa_/c.1.16	0.000277	0.999	FP
d2g50a2/c.1.12	d1p4ca_/c.1.4	1.05e-05	0.999	FP
d2g50a2/c.1.12	d2pgfa_/c.1.9	0.00061	0.999	FP
d2g50a2/c.1.12	d1w5qa_/c.1.10	0.000411	0.999	FP
d2g50a2/c.1.12	d1k77a_/c.1.15	0.000389	0.999	FP
d2g50a2/c.1.12	d1xkya1/c.1.10	0.00264	0.999	FP
d2g50a2/c.1.12	d1ur3m_/c.1.7	0.000149	0.999	FP
d2g50a2/c.1.12	d2ftwa2/c.1.9	1.32e-05	0.999	FP
d2g50a2/c.1.12	d3mu7a_/c.1.8	0.0152	0.949	FP
d2g50a2/c.1.12	d1to3a_/c.1.10	0.00582	0.949	FP
d2g50a2/c.1.12	d1odza_/c.1.8	0.000856	0.949	FP
d2g50a2/c.1.12	d1gkpa2/c.1.9	0.00188	0.900	FP
d2g50a2/c.1.12	d1kfwa1/c.1.8	0.00914	0.900	FP
d2gl5a1/c.1.11	d1q45a_/c.1.4	0.000478	0.999	FP
d2gl5a1/c.1.11	d1twda_/c.1.30	0.000508	0.999	FP
d2gl5a1/c.1.11	d1sgja_/c.1.12	0.000273	0.999	FP
d2gl5a1/c.1.11	d1yrra2/c.1.9	0.00273	0.949	FP
d2gl5a1/c.1.11	d3n2ta_/c.1.7	0.00291	0.949	FP
d2gl5a1/c.1.11	d1xrsa_/c.1.19	0.00422	0.949	FP
d2gl5a1/c.1.11	d1gvfa_/c.1.10	0.00576	0.900	FP
d2gl5a1/c.1.11	d1us0a_/c.1.7	0.0035	0.900	FP
d2gl5a1/c.1.11	d3rnda_/c.1.4	0.0138	0.900	FP
d2gl5a1/c.1.11	d1uoka2/c.1.8	0.00739	0.900	FP
d2guya1/b.71.1	d1hx0a1/b.71.1	0.0208	0.999	TP
d2h26a1/b.1.1	d1rhfa1/b.1.1	0.0263	0.949	TP
d1sfla_/c.1.10	d1wbha1/c.1.10	0.000716	0.999	TP
d1sfla_/c.1.10	d2a4aa1/c.1.10	0.000601	0.999	TP
d1sfla_/c.1.10	d3a5fa_/c.1.10	0.000958	0.999	TP
d1sfla_/c.1.10	d1wa3a_/c.1.10	0.0023	0.999	TP
d1sfla_/c.1.10	d2uy2a_/c.1.8	0.000281	0.999	FP
d1sfla_/c.1.10	d1ntha_/c.1.25	0.000265	0.999	FP
d1sfla_/c.1.10	d1vqta1/c.1.2	0.00291	0.999	FP
d1sfla_/c.1.10	d1twda_/c.1.30	0.00102	0.999	FP
d1sfla_/c.1.10	d2y88a_/c.1.2	0.000853	0.999	FP
d1sfla_/c.1.10	d1k77a_/c.1.15	0.000166	0.999	FP
d1sfla_/c.1.10	d1goia2/c.1.8	0.000601	0.999	FP
d1sfla_/c.1.10	d2basa1/c.1.33	0.0133	0.949	FP
d1sfla_/c.1.10	d2cksa_/c.1.8	0.0112	0.949	FP
